id,image_name,captured_at,sequence,lat,long,orientation
0,IMG_1833.JPG,2024:11:20 13:50:19,custom,52.30130277777778,4.863263888888889,40.73486328125
1,IMG_1834.JPG,2024:11:20 13:50:26,custom,52.30129722222222,4.86325,41.04151154132539
2,IMG_1835.JPG,2024:11:20 13:50:33,custom,52.30130833333333,4.863238888888889,38.01162340178225
3,IMG_1836.JPG,2024:11:20 13:50:41,custom,52.30130277777778,4.863177777777778,39.09456252839905
4,IMG_1837.JPG,2024:11:20 13:50:47,custom,52.30130277777778,4.863124999999999,38.04376601195559
5,IMG_1838.JPG,2024:11:20 13:50:57,custom,52.30132222222222,4.863194444444444,37.25558086560365
6,IMG_1839.JPG,2024:11:20 13:51:04,custom,52.301313888888885,4.863180555555555,39.62205503860622
7,IMG_1840.JPG,2024:11:20 13:55:00,custom,52.30191388888888,4.864025,305.9110105580694
8,IMG_1841.JPG,2024:11:20 13:55:05,custom,52.30191388888888,4.864019444444444,340.0586547656997
9,IMG_1842.JPG,2024:11:20 13:55:12,custom,52.301919444444444,4.864022222222222,343.0334779913205
10,IMG_1843.JPG,2024:11:20 13:55:19,custom,52.30191111111111,4.864055555555555,288.98675537109375
11,IMG_1844.JPG,2024:11:20 13:55:24,custom,52.30190555555555,4.864052777777777,279.91552734375
12,IMG_1845.JPG,2024:11:20 13:55:31,custom,52.30190555555555,4.863961111111111,305.50701899256813
13,IMG_1846.JPG,2024:11:20 13:55:35,custom,52.30191388888888,4.86395,304.4187927815806
14,IMG_1847.JPG,2024:11:20 13:55:47,custom,52.30189166666666,4.863944444444444,324.8377075522228
15,IMG_1848.JPG,2024:11:20 13:55:51,custom,52.30188888888889,4.8639722222222215,323.0540772532189
16,IMG_1849.JPG,2024:11:20 13:56:05,custom,52.301925,4.863899999999999,341.9414364640884
17,IMG_1850.JPG,2024:11:20 13:56:16,custom,52.30190277777778,4.863927777777778,287.48928818244644
