# timestamp, device_id, image_path
1, 1, DUC1/000/DUC_cutout_000_0_-30.jpg
2, 4, DUC1/000/DUC_cutout_000_120_-30.jpg
3, 3, DUC1/000/DUC_cutout_000_0_30.jpg
4, 2, DUC1/000/DUC_cutout_000_0_0.jpg
5, 5, DUC1/000/DUC_cutout_000_120_0.jpg
6, 6, DUC1/000/DUC_cutout_000_120_30.jpg
7, 7, DUC1/000/DUC_cutout_000_150_-30.jpg
8, 8, DUC1/000/DUC_cutout_000_150_0.jpg
9, 9, DUC1/000/DUC_cutout_000_150_30.jpg
10, 10, DUC1/000/DUC_cutout_000_180_-30.jpg
11, 11, DUC1/000/DUC_cutout_000_180_0.jpg
12, 12, DUC1/000/DUC_cutout_000_180_30.jpg
13, 13, DUC1/000/DUC_cutout_000_210_-30.jpg
14, 14, DUC1/000/DUC_cutout_000_210_0.jpg
15, 15, DUC1/000/DUC_cutout_000_210_30.jpg
16, 16, DUC1/000/DUC_cutout_000_240_-30.jpg
17, 17, DUC1/000/DUC_cutout_000_240_0.jpg
18, 18, DUC1/000/DUC_cutout_000_240_30.jpg
19, 19, DUC1/000/DUC_cutout_000_270_-30.jpg
20, 20, DUC1/000/DUC_cutout_000_270_0.jpg
21, 21, DUC1/000/DUC_cutout_000_270_30.jpg
22, 22, DUC1/000/DUC_cutout_000_300_-30.jpg
23, 23, DUC1/000/DUC_cutout_000_300_0.jpg
24, 24, DUC1/000/DUC_cutout_000_300_30.jpg
25, 25, DUC1/000/DUC_cutout_000_30_-30.jpg
26, 26, DUC1/000/DUC_cutout_000_30_0.jpg
27, 27, DUC1/000/DUC_cutout_000_30_30.jpg
28, 51, DUC1/001/DUC_cutout_001_210_30.jpg
29, 30, DUC1/000/DUC_cutout_000_330_30.jpg
30, 29, DUC1/000/DUC_cutout_000_330_0.jpg
31, 31, DUC1/000/DUC_cutout_000_60_-30.jpg
32, 32, DUC1/000/DUC_cutout_000_60_0.jpg
33, 33, DUC1/000/DUC_cutout_000_60_30.jpg
34, 34, DUC1/000/DUC_cutout_000_90_-30.jpg
35, 35, DUC1/000/DUC_cutout_000_90_0.jpg
36, 36, DUC1/000/DUC_cutout_000_90_30.jpg
37, 37, DUC1/001/DUC_cutout_001_0_-30.jpg
38, 38, DUC1/001/DUC_cutout_001_0_0.jpg
39, 39, DUC1/001/DUC_cutout_001_0_30.jpg
40, 40, DUC1/001/DUC_cutout_001_120_-30.jpg
41, 41, DUC1/001/DUC_cutout_001_120_0.jpg
42, 42, DUC1/001/DUC_cutout_001_120_30.jpg
43, 43, DUC1/001/DUC_cutout_001_150_-30.jpg
44, 44, DUC1/001/DUC_cutout_001_150_0.jpg
45, 45, DUC1/001/DUC_cutout_001_150_30.jpg
46, 46, DUC1/001/DUC_cutout_001_180_-30.jpg
47, 47, DUC1/001/DUC_cutout_001_180_0.jpg
48, 48, DUC1/001/DUC_cutout_001_180_30.jpg
49, 49, DUC1/001/DUC_cutout_001_210_-30.jpg
50, 50, DUC1/001/DUC_cutout_001_210_0.jpg
51, 28, DUC1/000/DUC_cutout_000_330_-30.jpg
52, 52, DUC1/001/DUC_cutout_001_240_-30.jpg
53, 53, DUC1/001/DUC_cutout_001_240_0.jpg
54, 54, DUC1/001/DUC_cutout_001_240_30.jpg
55, 55, DUC1/001/DUC_cutout_001_270_-30.jpg
56, 56, DUC1/001/DUC_cutout_001_270_0.jpg
57, 57, DUC1/001/DUC_cutout_001_270_30.jpg
58, 58, DUC1/001/DUC_cutout_001_300_-30.jpg
59, 59, DUC1/001/DUC_cutout_001_300_0.jpg
60, 60, DUC1/001/DUC_cutout_001_300_30.jpg
61, 61, DUC1/001/DUC_cutout_001_30_-30.jpg
62, 62, DUC1/001/DUC_cutout_001_30_0.jpg
63, 63, DUC1/001/DUC_cutout_001_30_30.jpg
64, 64, DUC1/001/DUC_cutout_001_330_-30.jpg
65, 65, DUC1/001/DUC_cutout_001_330_0.jpg
66, 66, DUC1/001/DUC_cutout_001_330_30.jpg
67, 67, DUC1/001/DUC_cutout_001_60_-30.jpg
68, 68, DUC1/001/DUC_cutout_001_60_0.jpg
69, 69, DUC1/001/DUC_cutout_001_60_30.jpg
70, 70, DUC1/001/DUC_cutout_001_90_-30.jpg
71, 71, DUC1/001/DUC_cutout_001_90_0.jpg
72, 72, DUC1/001/DUC_cutout_001_90_30.jpg
73, 73, DUC1/002/DUC_cutout_002_0_-30.jpg
74, 74, DUC1/002/DUC_cutout_002_0_0.jpg
75, 75, DUC1/002/DUC_cutout_002_0_30.jpg
76, 76, DUC1/002/DUC_cutout_002_120_-30.jpg
77, 77, DUC1/002/DUC_cutout_002_120_0.jpg
78, 78, DUC1/002/DUC_cutout_002_120_30.jpg
79, 79, DUC1/002/DUC_cutout_002_150_-30.jpg
80, 80, DUC1/002/DUC_cutout_002_150_0.jpg
81, 81, DUC1/002/DUC_cutout_002_150_30.jpg
82, 105, DUC1/002/DUC_cutout_002_60_30.jpg
83, 83, DUC1/002/DUC_cutout_002_180_0.jpg
84, 84, DUC1/002/DUC_cutout_002_180_30.jpg
85, 85, DUC1/002/DUC_cutout_002_210_-30.jpg
86, 88, DUC1/002/DUC_cutout_002_240_-30.jpg
87, 87, DUC1/002/DUC_cutout_002_210_30.jpg
88, 86, DUC1/002/DUC_cutout_002_210_0.jpg
89, 89, DUC1/002/DUC_cutout_002_240_0.jpg
90, 90, DUC1/002/DUC_cutout_002_240_30.jpg
91, 91, DUC1/002/DUC_cutout_002_270_-30.jpg
92, 92, DUC1/002/DUC_cutout_002_270_0.jpg
93, 93, DUC1/002/DUC_cutout_002_270_30.jpg
94, 94, DUC1/002/DUC_cutout_002_300_-30.jpg
95, 95, DUC1/002/DUC_cutout_002_300_0.jpg
96, 96, DUC1/002/DUC_cutout_002_300_30.jpg
97, 97, DUC1/002/DUC_cutout_002_30_-30.jpg
98, 98, DUC1/002/DUC_cutout_002_30_0.jpg
99, 99, DUC1/002/DUC_cutout_002_30_30.jpg
100, 100, DUC1/002/DUC_cutout_002_330_-30.jpg
101, 101, DUC1/002/DUC_cutout_002_330_0.jpg
102, 102, DUC1/002/DUC_cutout_002_330_30.jpg
103, 103, DUC1/002/DUC_cutout_002_60_-30.jpg
104, 82, DUC1/002/DUC_cutout_002_180_-30.jpg
105, 104, DUC1/002/DUC_cutout_002_60_0.jpg
106, 106, DUC1/002/DUC_cutout_002_90_-30.jpg
107, 108, DUC1/002/DUC_cutout_002_90_30.jpg
108, 107, DUC1/002/DUC_cutout_002_90_0.jpg
109, 109, DUC1/003/DUC_cutout_003_0_-30.jpg
110, 110, DUC1/003/DUC_cutout_003_0_0.jpg
111, 111, DUC1/003/DUC_cutout_003_0_30.jpg
112, 113, DUC1/003/DUC_cutout_003_120_0.jpg
113, 112, DUC1/003/DUC_cutout_003_120_-30.jpg
114, 114, DUC1/003/DUC_cutout_003_120_30.jpg
115, 115, DUC1/003/DUC_cutout_003_150_-30.jpg
116, 116, DUC1/003/DUC_cutout_003_150_0.jpg
117, 117, DUC1/003/DUC_cutout_003_150_30.jpg
118, 118, DUC1/003/DUC_cutout_003_180_-30.jpg
119, 119, DUC1/003/DUC_cutout_003_180_0.jpg
120, 120, DUC1/003/DUC_cutout_003_180_30.jpg
121, 121, DUC1/003/DUC_cutout_003_210_-30.jpg
122, 122, DUC1/003/DUC_cutout_003_210_0.jpg
123, 123, DUC1/003/DUC_cutout_003_210_30.jpg
124, 124, DUC1/003/DUC_cutout_003_240_-30.jpg
125, 125, DUC1/003/DUC_cutout_003_240_0.jpg
126, 126, DUC1/003/DUC_cutout_003_240_30.jpg
127, 127, DUC1/003/DUC_cutout_003_270_-30.jpg
128, 128, DUC1/003/DUC_cutout_003_270_0.jpg
129, 129, DUC1/003/DUC_cutout_003_270_30.jpg
130, 130, DUC1/003/DUC_cutout_003_300_-30.jpg
131, 131, DUC1/003/DUC_cutout_003_300_0.jpg
132, 132, DUC1/003/DUC_cutout_003_300_30.jpg
133, 133, DUC1/003/DUC_cutout_003_30_-30.jpg
134, 134, DUC1/003/DUC_cutout_003_30_0.jpg
135, 135, DUC1/003/DUC_cutout_003_30_30.jpg
136, 136, DUC1/003/DUC_cutout_003_330_-30.jpg
137, 137, DUC1/003/DUC_cutout_003_330_0.jpg
138, 138, DUC1/003/DUC_cutout_003_330_30.jpg
139, 139, DUC1/003/DUC_cutout_003_60_-30.jpg
140, 140, DUC1/003/DUC_cutout_003_60_0.jpg
141, 141, DUC1/003/DUC_cutout_003_60_30.jpg
